Employee_ID,Gender,Age,Education_Level,Employee_Satisfaction_Score
67544,Female,33,Bachelor,4.57
67545,Male,30,Bachelor,4.98
67546,Male,23,Bachelor,1.77
67547,Female,31,High School,4.49
67548,Female,48,Bachelor,1.23
67549,Female,41,Bachelor,2.44
67550,Female,36,Master,3.64
67551,Male,57,Bachelor,4.03
67552,Male,57,Bachelor,1.45
67553,Female,43,Master,4.72
67554,Male,27,Bachelor,1.82
67555,Male,38,Bachelor,2.82
67556,Male,51,Master,2.11
67557,Male,43,High School,2.14
67558,Female,40,High School,2.08
67559,Female,34,Bachelor,2.82
67560,Female,51,PhD,1.73
67561,Female,32,Bachelor,2.89
67562,Male,33,Master,4.65
67563,Other,45,Master,4.24
67564,Male,58,Bachelor,4.64
67565,Female,35,High School,2.79
67566,Male,38,Master,4.74
67567,Male,59,High School,2.03
67568,Male,28,High School,4.02
67569,Female,30,PhD,2.56
67570,Male,49,Bachelor,3.8
67571,Other,57,PhD,4.37
67572,Male,35,Master,1.59
67573,Other,60,Bachelor,1.21
67574,Male,52,Bachelor,2.64
67575,Male,35,High School,1.37
67576,Female,46,High School,1.33
67577,Male,41,Master,2.36
67578,Male,23,High School,4.98
67579,Male,50,PhD,4.62
67580,Male,25,Master,2.63
67581,Female,57,Master,3.62
67582,Other,43,Bachelor,2.02
67583,Male,49,Bachelor,1.03
67584,Male,36,Master,1.42
67585,Male,27,PhD,2.44
67586,Female,28,Bachelor,2.62
67587,Female,33,High School,1.67
67588,Female,47,Bachelor,1.01
67589,Male,31,High School,1.58
67590,Female,60,Bachelor,2.08
67591,Male,39,Bachelor,4.71
67592,Male,27,High School,2.6
67593,Male,32,Bachelor,1.42
67594,Male,42,Bachelor,1.62
67595,Female,39,Master,4.6
67596,Female,42,Bachelor,1.59
67597,Male,37,Master,3.57
67598,Male,58,High School,1.06
67599,Other,42,High School,2.63
67600,Male,37,Bachelor,1.02
67601,Female,46,Bachelor,1.32
67602,Female,30,High School,1.58
67603,Female,33,Bachelor,4.68
67604,Female,39,Master,4.84
67605,Female,57,High School,3.61
67606,Male,40,Bachelor,2.93
67607,Male,28,Bachelor,2.0
67608,Male,24,Master,2.63
67609,Male,45,High School,3.12
67610,Male,42,Bachelor,3.51
67611,Female,59,Master,2.3
67612,Female,27,Bachelor,2.58
67613,Female,35,Bachelor,4.34
67614,Male,48,High School,3.5
67615,Female,30,Bachelor,1.0
67616,Female,51,Bachelor,2.92
67617,Female,27,High School,3.55
67618,Male,50,Master,4.47
67619,Male,40,Master,4.37
67620,Male,54,Master,4.08
67621,Female,26,Bachelor,4.32
67622,Female,34,High School,1.57
67623,Female,35,High School,4.72
67624,Male,31,Bachelor,1.59
67625,Female,46,High School,3.28
67626,Female,56,Bachelor,2.68
67627,Female,59,Bachelor,3.92
67628,Other,26,Bachelor,4.35
67629,Female,54,Bachelor,4.03
67630,Female,49,High School,4.26
67631,Male,53,PhD,4.04
67632,Male,40,Master,1.25
67633,Female,55,Master,4.68
67634,Male,49,High School,3.16
67635,Male,25,Bachelor,2.16
67636,Male,60,Bachelor,1.02
67637,Female,29,Bachelor,1.11
67638,Female,55,PhD,2.75
67639,Female,30,High School,3.75
67640,Male,43,Bachelor,1.92
67641,Female,24,Bachelor,3.44
67642,Male,27,Bachelor,1.94
67643,Male,58,High School,3.05
67644,Male,23,Master,1.44
67645,Male,52,High School,3.25
67646,Male,53,Master,1.53
67647,Other,55,High School,1.56
67648,Male,27,High School,4.12
67649,Female,53,High School,4.21
67650,Male,23,PhD,3.12
67651,Male,55,High School,2.87
67652,Female,29,Bachelor,3.73
67653,Female,46,Master,4.67
67654,Female,31,Bachelor,2.03
67655,Female,57,High School,4.61
67656,Female,26,Bachelor,2.81
67657,Other,50,High School,1.09
67658,Female,46,Bachelor,2.23
67659,Female,52,Master,3.3
67660,Female,41,PhD,4.54
67661,Male,58,Bachelor,4.85
67662,Male,50,High School,4.47
67663,Male,57,Master,4.17
67664,Male,28,Bachelor,3.07
67665,Female,51,High School,3.92
67666,Female,52,PhD,3.08
67667,Male,44,Bachelor,3.13
67668,Male,44,Bachelor,4.07
67669,Female,53,Bachelor,2.43
67670,Female,28,High School,4.31
67671,Male,28,Bachelor,3.87
67672,Male,48,Bachelor,4.43
67673,Male,58,Bachelor,4.61
67674,Female,36,Bachelor,4.2
67675,Female,30,Bachelor,1.92
67676,Female,53,Bachelor,2.66
67677,Female,35,Master,4.59
67678,Male,22,Bachelor,3.11
67679,Female,40,Bachelor,3.33
67680,Male,31,Master,4.05
67681,Male,40,PhD,2.78
67682,Female,55,PhD,4.26
67683,Female,36,Master,1.94
67684,Male,25,PhD,4.61
67685,Male,22,High School,4.2
67686,Male,31,Bachelor,3.06
67687,Male,44,Bachelor,4.12
67688,Male,29,Bachelor,3.88
67689,Female,40,Bachelor,2.85
67690,Female,60,High School,3.6
67691,Male,57,Bachelor,3.97
67692,Male,27,Master,2.58
67693,Female,49,Bachelor,3.91
67694,Male,28,High School,2.54
67695,Female,56,High School,2.54
67696,Female,43,Bachelor,3.59
67697,Female,40,Bachelor,4.47
67698,Male,42,Bachelor,1.64
67699,Male,36,Master,2.2
67700,Male,55,Master,1.39
67701,Female,47,Bachelor,2.2
67702,Male,52,Master,2.73
67703,Male,57,Bachelor,3.43
67704,Female,59,Bachelor,2.52
67705,Male,34,Master,4.0
67706,Female,24,Bachelor,1.92
67707,Female,52,High School,4.94
67708,Male,51,Bachelor,1.77
67709,Female,53,Master,2.93
67710,Female,39,Bachelor,2.52
67711,Female,49,High School,4.31
67712,Male,50,Bachelor,1.7
67713,Female,51,Bachelor,1.03
67714,Female,47,Bachelor,4.15
67715,Male,28,High School,4.09
67716,Male,33,Bachelor,2.17
67717,Male,23,Bachelor,4.84
67718,Male,50,Bachelor,1.29
67719,Female,35,High School,4.86
67720,Male,46,High School,3.19
67721,Male,34,High School,1.45
67722,Male,47,Bachelor,3.1
67723,Female,35,Bachelor,4.9
67724,Female,29,Master,1.88
67725,Other,33,High School,1.74
67726,Male,45,Bachelor,3.9
67727,Female,44,Bachelor,3.64
67728,Male,59,High School,3.69
67729,Female,34,Master,3.39
67730,Female,22,Bachelor,4.25
67731,Male,45,Bachelor,1.57
67732,Male,25,Bachelor,1.18
67733,Female,32,High School,4.32
67734,Male,26,High School,4.18
67735,Female,31,Master,4.04
67736,Female,36,High School,2.9
67737,Female,22,Bachelor,2.82
67738,Male,56,PhD,1.9
67739,Male,60,Bachelor,3.81
67740,Female,60,Bachelor,4.69
67741,Male,27,Bachelor,1.04
67742,Female,24,Master,4.51
67743,Other,54,High School,4.22
67744,Female,49,High School,2.07
67745,Female,33,Bachelor,3.29
67746,Other,42,Master,4.76
67747,Female,52,Bachelor,3.14
67748,Female,42,Bachelor,1.73
67749,Female,50,Bachelor,1.03
67750,Female,59,Bachelor,1.2
67751,Female,31,Bachelor,3.64
67752,Male,51,High School,4.61
67753,Female,44,Bachelor,4.12
67754,Female,43,Bachelor,2.12
67755,Male,58,Bachelor,3.48
67756,Male,40,Bachelor,2.93
67757,Male,49,PhD,3.81
67758,Male,29,PhD,3.17
67759,Male,51,Master,2.45
67760,Female,47,Bachelor,1.6
67761,Female,51,High School,3.35
67762,Female,43,Bachelor,3.23
67763,Female,60,Bachelor,3.72
67764,Female,45,Bachelor,4.04
67765,Male,45,Master,4.63
67766,Male,43,Bachelor,1.38
67767,Female,25,Bachelor,2.0
67768,Male,40,High School,4.01
67769,Male,35,Bachelor,2.3
67770,Female,29,Bachelor,4.86
67771,Female,59,Bachelor,2.98
67772,Male,44,High School,1.95
67773,Female,56,Master,2.11
67774,Male,33,Bachelor,1.63
67775,Male,50,Bachelor,3.33
67776,Other,26,High School,3.52
67777,Female,46,High School,4.06
67778,Male,24,High School,3.36
67779,Male,48,High School,2.26
67780,Male,51,Master,4.82
67781,Male,30,Bachelor,2.86
67782,Female,45,Bachelor,4.31
67783,Female,40,High School,3.79
67784,Female,58,Bachelor,2.07
67785,Male,33,Bachelor,4.29
67786,Male,37,Bachelor,3.4
67787,Male,51,Bachelor,2.69
67788,Male,27,Bachelor,4.78
67789,Male,36,Bachelor,2.62
67790,Female,32,Bachelor,1.7
67791,Female,38,Bachelor,3.71
67792,Female,29,High School,2.41
67793,Female,57,High School,1.85
67794,Female,45,Bachelor,3.49
67795,Female,56,Master,2.52
67796,Male,47,High School,2.69
67797,Female,39,High School,3.61
67798,Male,31,Master,2.45
67799,Female,29,High School,1.33
67800,Male,26,Bachelor,3.5
67801,Male,37,High School,2.87
67802,Female,24,Bachelor,2.99
67803,Female,56,High School,1.93
67804,Female,24,High School,1.53
67805,Male,26,Bachelor,4.86
67806,Male,24,Bachelor,4.24
67807,Male,51,High School,4.16
67808,Male,33,Bachelor,2.08
67809,Male,53,Bachelor,1.95
67810,Male,22,High School,1.98
67811,Female,43,High School,4.69
67812,Female,52,Bachelor,3.22
67813,Male,52,Master,1.73
67814,Male,26,Bachelor,4.69
67815,Female,57,Bachelor,2.14
67816,Female,34,Bachelor,4.24
67817,Male,48,Bachelor,2.97
67818,Male,56,High School,1.04
67819,Female,29,Bachelor,2.82
67820,Female,24,High School,4.29
67821,Male,42,High School,3.64
67822,Male,56,Bachelor,1.87
67823,Male,49,Bachelor,3.89
67824,Male,35,Bachelor,1.98
67825,Female,49,Master,2.46
67826,Female,40,Master,2.81
67827,Male,24,Bachelor,1.23
67828,Male,46,Bachelor,4.76
67829,Male,36,Bachelor,4.87
67830,Female,30,Bachelor,3.65
67831,Male,58,Bachelor,4.76
67832,Female,43,Bachelor,2.46
67833,Male,37,Bachelor,3.21
67834,Male,55,Bachelor,2.6
67835,Male,24,PhD,4.0
67836,Male,35,Bachelor,3.18
67837,Female,47,Bachelor,4.81
67838,Female,40,Bachelor,1.63
67839,Male,56,Bachelor,4.3
67840,Female,31,High School,3.45
67841,Female,47,Bachelor,1.15
67842,Male,58,Bachelor,2.82
67843,Female,47,Bachelor,3.4
67844,Male,26,Bachelor,4.37
67845,Male,36,High School,4.41
67846,Female,26,PhD,4.2
67847,Female,27,High School,1.81
67848,Male,43,Bachelor,1.9
67849,Male,45,Bachelor,3.42
67850,Female,40,Bachelor,4.37
67851,Female,22,PhD,4.54
67852,Male,37,Bachelor,2.09
67853,Female,49,Bachelor,2.75
67854,Female,53,PhD,4.38
67855,Female,27,Bachelor,2.05
67856,Male,48,PhD,2.44
67857,Male,51,Bachelor,4.9
67858,Female,44,Bachelor,1.47
67859,Female,45,High School,1.13
67860,Male,42,Bachelor,1.78
67861,Male,47,Bachelor,1.17
67862,Male,53,High School,4.57
67863,Female,22,Bachelor,1.23
67864,Female,52,Bachelor,1.87
67865,Male,46,Bachelor,1.56
67866,Female,44,Bachelor,3.78
67867,Male,60,Bachelor,3.39
67868,Female,42,Master,4.6
67869,Female,34,Bachelor,2.36
67870,Female,28,High School,1.01
67871,Female,24,High School,4.53
67872,Female,37,Bachelor,3.48
67873,Male,25,Bachelor,1.24
67874,Male,34,High School,3.49
67875,Male,45,High School,2.28
67876,Female,23,Bachelor,4.04
67877,Male,37,High School,3.83
67878,Female,47,Bachelor,4.4
67879,Male,55,Bachelor,4.96
67880,Male,44,Bachelor,1.64
67881,Female,43,Master,1.44
67882,Male,22,Master,3.82
67883,Female,55,High School,2.97
67884,Male,41,Bachelor,1.29
67885,Female,58,High School,4.73
67886,Male,51,Bachelor,3.06
67887,Other,59,PhD,2.01
67888,Male,34,High School,3.61
67889,Female,24,Master,1.97
67890,Male,49,High School,3.94
67891,Female,59,High School,3.84
67892,Female,33,High School,4.46
67893,Male,28,Master,1.32
67894,Male,25,Bachelor,2.78
67895,Female,31,Bachelor,4.73
67896,Male,34,Bachelor,3.94
67897,Male,28,Master,4.3
67898,Male,38,Bachelor,1.61
67899,Female,32,High School,1.19
67900,Male,38,Bachelor,4.15
67901,Male,42,Bachelor,3.56
67902,Male,59,Bachelor,3.88
67903,Male,52,High School,3.98
67904,Female,28,Bachelor,3.62
67905,Female,34,Bachelor,1.17
67906,Male,59,Bachelor,3.2
67907,Female,31,Master,1.61
67908,Female,56,High School,4.5
67909,Female,23,Bachelor,1.89
67910,Male,49,High School,4.94
67911,Female,50,Bachelor,2.57
67912,Male,41,Bachelor,4.08
67913,Female,39,High School,1.88
67914,Female,38,High School,3.35
67915,Female,32,Bachelor,3.94
67916,Male,44,High School,4.89
67917,Female,29,Bachelor,3.14
67918,Male,29,High School,4.44
67919,Male,26,Bachelor,1.47
67920,Male,55,Bachelor,3.4
67921,Female,59,Bachelor,4.2
67922,Male,29,Bachelor,4.47
67923,Female,51,Bachelor,2.57
67924,Other,56,High School,3.08
67925,Female,47,High School,1.56
67926,Male,53,High School,4.01
67927,Male,42,Bachelor,2.54
67928,Female,55,Bachelor,4.32
67929,Female,50,Bachelor,4.81
67930,Other,55,High School,1.2
67931,Female,45,Bachelor,3.4
67932,Male,43,Bachelor,4.38
67933,Male,45,High School,1.16
67934,Male,35,Bachelor,1.43
67935,Male,30,Bachelor,1.94
67936,Male,25,Bachelor,4.22
67937,Male,34,High School,1.25
67938,Male,43,PhD,3.98
67939,Female,25,High School,2.82
67940,Male,25,High School,4.62
67941,Male,57,Bachelor,2.99
67942,Male,52,Bachelor,4.65
67943,Male,48,Bachelor,3.85
67944,Male,41,Bachelor,1.19
67945,Female,30,Master,3.95
67946,Male,40,Bachelor,3.09
67947,Male,44,Bachelor,3.2
67948,Female,49,Bachelor,4.49
67949,Male,49,Bachelor,3.4
67950,Female,58,Bachelor,2.87
67951,Male,55,Bachelor,2.94
67952,Male,42,Bachelor,1.13
67953,Female,34,Bachelor,1.91
67954,Other,47,High School,1.13
67955,Male,45,Master,2.03
67956,Male,45,Bachelor,4.92
67957,Male,53,High School,2.68
67958,Female,49,High School,2.19
67959,Female,53,Bachelor,1.55
67960,Female,42,Master,2.58
67961,Male,30,Bachelor,3.35
67962,Male,40,Bachelor,4.63
67963,Other,60,Bachelor,3.03
67964,Female,30,Master,1.04
67965,Female,32,PhD,4.54
67966,Male,35,High School,2.9
67967,Female,49,Bachelor,1.19
67968,Female,59,Master,3.56
67969,Male,49,High School,3.13
67970,Male,25,High School,2.76
67971,Male,36,Bachelor,1.68
67972,Female,29,Bachelor,4.15
67973,Female,40,High School,2.8
67974,Male,25,Bachelor,1.96
67975,Male,37,High School,1.13
67976,Female,36,PhD,4.13
67977,Male,59,PhD,1.83
67978,Male,57,High School,4.9
67979,Male,50,Bachelor,1.23
67980,Female,50,High School,1.69
67981,Male,56,Bachelor,3.68
67982,Male,39,Bachelor,2.53
67983,Male,57,Bachelor,3.81
67984,Female,52,Bachelor,1.28
67985,Female,40,High School,3.96
67986,Male,30,PhD,3.89
67987,Male,39,Bachelor,4.15
67988,Male,52,Master,1.55
67989,Male,48,Bachelor,1.44
67990,Male,45,Bachelor,2.14
67991,Female,36,Bachelor,4.91
67992,Male,49,High School,3.08
67993,Female,35,Bachelor,3.76
67994,Male,54,Bachelor,2.53
67995,Male,47,Master,4.37
67996,Male,44,Bachelor,2.67
67997,Female,41,High School,1.42
67998,Female,58,Bachelor,3.83
67999,Other,40,Bachelor,4.12
68000,Male,59,Bachelor,3.7
68001,Male,35,High School,4.62
68002,Male,38,Bachelor,4.81
68003,Male,41,Bachelor,3.17
68004,Male,27,High School,3.1
68005,Male,36,Bachelor,2.52
68006,Female,29,Bachelor,1.35
68007,Male,56,Bachelor,2.64
68008,Female,44,Master,3.96
68009,Female,43,Bachelor,2.88
68010,Male,29,High School,2.06
68011,Female,51,Bachelor,2.55
68012,Male,39,Bachelor,2.1
68013,Male,27,Bachelor,3.65
68014,Male,27,High School,3.95
68015,Female,36,Bachelor,3.05
68016,Male,29,Bachelor,1.15
68017,Female,38,Bachelor,2.44
68018,Male,40,Bachelor,2.87
68019,Female,59,Bachelor,3.55
68020,Female,40,Master,1.31
68021,Female,50,Master,2.58
68022,Female,47,Bachelor,1.48
68023,Male,47,Master,4.34
68024,Male,54,Bachelor,4.66
68025,Male,41,High School,2.46
68026,Female,24,High School,4.61
68027,Male,40,Bachelor,1.82
68028,Female,54,Bachelor,3.45
68029,Female,57,Bachelor,1.8
68030,Male,36,Bachelor,1.37
68031,Female,50,PhD,2.94
68032,Other,37,Bachelor,4.85
68033,Male,44,High School,3.46
68034,Male,57,High School,1.17
68035,Other,59,Bachelor,4.01
68036,Male,43,High School,2.98
68037,Other,54,High School,3.47
68038,Female,32,Bachelor,4.72
68039,Male,54,Bachelor,2.7
68040,Male,60,Bachelor,4.93
68041,Female,46,Bachelor,4.56
68042,Male,50,High School,2.04
68043,Female,28,Bachelor,4.91
68044,Female,25,Bachelor,4.64
68045,Female,28,Bachelor,3.87
68046,Male,53,High School,1.23
68047,Female,27,Bachelor,1.24
68048,Male,40,High School,1.22
68049,Male,26,High School,4.65
68050,Male,50,High School,1.06
68051,Male,59,Bachelor,1.68
68052,Male,56,Bachelor,1.12
68053,Female,48,Master,1.66
68054,Female,47,Master,2.51
68055,Female,35,Bachelor,3.71
68056,Male,46,Bachelor,4.82
68057,Male,46,Bachelor,3.82
68058,Other,34,Bachelor,1.33
68059,Female,44,High School,4.81
68060,Male,27,Master,1.6
68061,Female,24,Bachelor,1.48
68062,Female,33,PhD,3.02
68063,Female,28,Master,2.24
68064,Female,34,Bachelor,3.98
68065,Female,52,Bachelor,1.55
68066,Other,34,High School,3.3
68067,Male,56,Bachelor,3.68
68068,Female,26,High School,2.09
68069,Male,52,Master,3.78
68070,Female,37,Bachelor,3.78
68071,Male,46,Bachelor,4.62
68072,Male,39,Bachelor,1.18
68073,Male,32,Bachelor,3.83
68074,Female,27,Bachelor,4.24
68075,Male,46,High School,3.67
68076,Female,27,High School,1.26
68077,Female,48,High School,3.98
68078,Female,34,PhD,3.67
68079,Female,55,Bachelor,3.84
68080,Other,59,High School,4.26
68081,Female,44,High School,4.19
68082,Female,54,Bachelor,2.79
68083,Female,33,Bachelor,1.36
68084,Female,49,Bachelor,4.94
68085,Female,24,Bachelor,4.83
68086,Female,55,Bachelor,2.5
68087,Male,48,High School,4.32
68088,Female,35,Bachelor,4.86
68089,Male,31,High School,2.33
68090,Male,31,Bachelor,4.56
68091,Female,53,Bachelor,1.36
68092,Male,37,PhD,3.2
68093,Male,23,High School,4.6
68094,Female,32,Master,1.85
68095,Female,29,Master,3.45
68096,Male,29,Master,3.79
68097,Female,29,High School,1.69
68098,Female,29,Bachelor,1.96
68099,Female,33,High School,2.69
68100,Male,41,Master,1.6
68101,Female,49,Bachelor,1.13
68102,Male,46,High School,3.26
68103,Male,53,Bachelor,3.16
68104,Male,24,Bachelor,4.3
68105,Female,49,PhD,2.09
68106,Female,29,Bachelor,3.87
68107,Male,30,Bachelor,1.55
68108,Female,30,Bachelor,1.82
68109,Female,24,Bachelor,3.86
68110,Female,33,Master,1.74
68111,Female,22,Master,1.54
68112,Male,28,Bachelor,1.36
68113,Female,53,Bachelor,1.53
68114,Female,31,High School,4.62
68115,Female,26,Bachelor,3.77
68116,Male,48,Master,1.67
68117,Female,47,Bachelor,1.92
68118,Male,49,Master,1.29
68119,Male,39,Bachelor,1.99
68120,Male,32,Bachelor,4.81
68121,Female,44,Bachelor,2.37
68122,Female,43,High School,3.9
68123,Male,34,High School,1.6
68124,Male,52,Bachelor,1.06
68125,Female,32,Master,1.0
68126,Male,35,Bachelor,2.02
68127,Male,32,High School,2.54
68128,Female,40,Master,2.64
68129,Female,43,Bachelor,3.91
68130,Male,46,Bachelor,1.72
68131,Female,26,Bachelor,2.06
68132,Female,59,High School,1.63
68133,Male,39,Master,3.27
68134,Female,52,Bachelor,4.42
68135,Male,38,Bachelor,1.34
68136,Male,23,Master,3.6
68137,Male,32,Master,4.25
68138,Female,40,Master,4.61
68139,Female,35,High School,3.47
68140,Female,33,Bachelor,2.34
68141,Female,35,High School,2.49
68142,Female,48,Bachelor,3.17
68143,Male,40,High School,3.04
68144,Male,26,Bachelor,2.51
68145,Male,46,High School,2.22
68146,Female,25,High School,1.9
68147,Female,29,High School,3.08
68148,Female,57,Master,1.91
68149,Male,46,Bachelor,2.28
68150,Male,30,Bachelor,3.67
68151,Female,36,Bachelor,1.86
68152,Male,52,Bachelor,4.41
68153,Female,23,Master,3.91
68154,Male,51,Bachelor,3.98
68155,Female,25,High School,2.81
68156,Other,47,High School,4.07
68157,Male,37,Bachelor,4.83
68158,Male,45,Bachelor,3.62
68159,Female,35,Bachelor,3.03
68160,Male,22,Bachelor,2.32
68161,Male,29,High School,1.58
68162,Male,35,Bachelor,2.82
68163,Female,47,Bachelor,1.6
68164,Male,46,Bachelor,4.96
68165,Male,46,PhD,3.85
68166,Male,24,Bachelor,5.0
68167,Female,24,Bachelor,4.32
68168,Female,54,Bachelor,3.1
68169,Female,41,High School,4.12
68170,Female,53,Bachelor,2.81
68171,Female,34,High School,4.59
68172,Male,50,High School,2.83
68173,Female,56,High School,3.68
68174,Female,24,Bachelor,2.4
68175,Female,31,Bachelor,4.7
68176,Male,26,High School,3.12
68177,Male,26,PhD,1.71
68178,Male,25,Master,2.81
68179,Male,39,Bachelor,2.18
68180,Male,28,Bachelor,3.08
68181,Male,55,High School,4.81
68182,Male,58,High School,4.65
68183,Male,48,Bachelor,3.31
68184,Female,50,Bachelor,1.91
68185,Male,29,Bachelor,4.69
68186,Male,26,Bachelor,3.28
68187,Female,51,Bachelor,3.0
68188,Male,51,High School,2.97
68189,Male,28,PhD,4.01
68190,Female,56,Bachelor,4.82
68191,Female,59,High School,3.63
68192,Female,44,High School,3.6
68193,Female,29,High School,1.37
68194,Male,36,PhD,4.89
68195,Male,47,Bachelor,1.54
68196,Male,34,Master,2.58
68197,Female,39,Bachelor,4.25
68198,Male,42,Bachelor,3.77
68199,Female,51,Master,4.89
68200,Male,47,Bachelor,3.06
68201,Male,28,High School,1.54
68202,Female,50,High School,2.72
68203,Male,27,PhD,3.42
68204,Female,40,Master,1.19
68205,Male,60,Master,4.23
68206,Male,38,Bachelor,1.8
68207,Male,44,Bachelor,4.33
68208,Female,25,Bachelor,3.02
68209,Male,42,High School,2.75
68210,Male,26,High School,1.31
68211,Other,30,Master,4.72
68212,Female,45,Master,2.41
68213,Female,50,High School,1.75
68214,Male,56,Bachelor,4.44
68215,Female,50,Bachelor,2.15
68216,Female,30,High School,1.26
68217,Male,28,High School,1.39
68218,Male,28,Bachelor,3.77
68219,Male,27,High School,1.04
68220,Male,38,Bachelor,2.85
68221,Female,51,High School,2.64
68222,Female,25,Bachelor,3.23
68223,Female,25,Master,2.0
68224,Male,34,High School,2.47
68225,Male,45,High School,2.7
68226,Male,48,Bachelor,4.08
68227,Female,36,Bachelor,4.56
68228,Female,53,Bachelor,4.2
68229,Female,29,Bachelor,2.5
68230,Female,27,Bachelor,2.27
68231,Female,27,Master,1.15
68232,Male,34,High School,1.65
68233,Male,53,Bachelor,4.91
68234,Female,23,Bachelor,1.06
68235,Female,23,High School,1.84
68236,Female,31,High School,1.12
68237,Female,58,Bachelor,2.2
68238,Male,39,High School,3.3
68239,Female,56,Bachelor,2.27
68240,Female,54,Bachelor,1.63
68241,Female,38,High School,3.83
68242,Male,39,Bachelor,4.16
68243,Male,26,Bachelor,4.01
68244,Male,59,Bachelor,1.23
68245,Other,37,Bachelor,2.57
68246,Male,37,Bachelor,1.17
68247,Male,31,Bachelor,2.64
68248,Female,49,Bachelor,1.29
68249,Female,44,High School,4.66
68250,Female,49,Bachelor,2.02
68251,Male,59,Bachelor,1.27
68252,Female,22,Bachelor,4.72
68253,Female,27,High School,3.71
68254,Male,48,Bachelor,4.99
68255,Male,45,Bachelor,4.44
68256,Female,44,PhD,1.34
68257,Male,36,Bachelor,1.4
68258,Male,59,Bachelor,2.48
68259,Female,29,High School,2.48
68260,Male,43,Bachelor,3.07
68261,Female,32,Bachelor,4.72
68262,Female,39,Bachelor,4.67
68263,Male,29,High School,1.8
68264,Male,32,High School,2.84
68265,Female,60,Bachelor,4.76
68266,Female,24,High School,2.48
68267,Male,22,High School,3.11
68268,Female,46,Bachelor,2.54
68269,Male,31,High School,2.13
68270,Female,59,Bachelor,2.11
68271,Female,58,Bachelor,4.82
68272,Male,31,Master,3.68
68273,Male,56,Bachelor,1.32
68274,Female,28,High School,4.08
68275,Female,47,Bachelor,4.37
68276,Female,46,Bachelor,4.74
68277,Other,46,Bachelor,3.93
68278,Other,33,Bachelor,3.85
68279,Male,51,High School,1.38
68280,Female,39,High School,3.05
68281,Male,34,Bachelor,3.79
68282,Male,30,High School,2.3
68283,Male,54,High School,2.4
68284,Other,37,Bachelor,3.38
68285,Male,57,Bachelor,1.61
68286,Male,48,Bachelor,5.0
68287,Female,37,High School,3.45
68288,Female,32,Master,3.82
68289,Female,30,High School,3.86
68290,Female,23,High School,3.69
68291,Female,40,Bachelor,3.75
68292,Female,31,Bachelor,2.15
68293,Female,49,Master,1.72
68294,Female,55,PhD,3.16
68295,Female,52,High School,1.03
68296,Male,28,High School,1.58
68297,Male,26,High School,1.61
68298,Male,34,High School,1.76
68299,Other,56,Master,1.59
68300,Male,22,Bachelor,2.75
68301,Male,52,Bachelor,1.03
68302,Female,30,Bachelor,3.89
68303,Female,27,Master,2.32
68304,Female,53,Bachelor,2.38
68305,Female,33,Bachelor,4.36
68306,Female,52,Bachelor,3.19
68307,Female,35,Master,4.01
68308,Female,53,High School,2.67
68309,Male,48,High School,1.5
68310,Female,31,Master,1.09
68311,Male,57,Bachelor,2.7
68312,Female,26,Bachelor,1.98
68313,Female,51,Bachelor,1.42
68314,Male,27,High School,3.43
68315,Female,41,High School,1.46
68316,Male,34,PhD,2.45
68317,Other,42,Bachelor,1.0
68318,Male,43,High School,2.31
68319,Female,27,Bachelor,4.07
68320,Female,37,Bachelor,3.08
68321,Female,29,Bachelor,3.61
68322,Other,55,High School,2.45
68323,Male,43,Master,4.14
68324,Female,53,Bachelor,2.88
68325,Female,43,Bachelor,1.96
68326,Female,22,Master,3.17
68327,Female,56,High School,4.69
68328,Male,56,High School,4.43
68329,Other,49,Master,4.64
68330,Male,22,High School,2.67
68331,Male,53,High School,1.42
68332,Female,36,High School,1.42
68333,Male,53,Bachelor,4.64
68334,Female,54,High School,2.51
68335,Male,34,Master,1.4
68336,Female,37,High School,2.33
68337,Male,25,Bachelor,2.89
68338,Male,53,Bachelor,2.79
68339,Female,43,High School,1.8
68340,Male,38,Bachelor,1.83
68341,Female,47,PhD,4.98
68342,Other,42,Bachelor,3.26
68343,Male,54,Bachelor,1.59
68344,Male,45,Bachelor,2.05
68345,Male,57,High School,4.65
68346,Female,38,Bachelor,3.8
68347,Male,44,Master,4.82
68348,Male,50,High School,4.69
68349,Male,45,Bachelor,3.28
68350,Male,33,Bachelor,1.06
68351,Female,54,Bachelor,1.61
68352,Male,42,High School,4.23
68353,Female,44,PhD,1.63
68354,Male,56,PhD,4.36
68355,Female,51,Bachelor,4.57
68356,Male,54,Bachelor,2.8
68357,Male,31,Bachelor,4.28
68358,Male,48,High School,4.39
68359,Male,31,High School,1.15
68360,Female,41,Bachelor,2.49
68361,Female,26,Bachelor,3.29
68362,Female,48,Bachelor,3.15
68363,Male,29,Bachelor,1.12
68364,Male,40,PhD,2.26
68365,Male,57,Bachelor,1.96
68366,Male,47,High School,3.15
68367,Male,57,Bachelor,4.72
68368,Female,56,Master,1.43
68369,Female,41,Bachelor,2.58
68370,Male,48,High School,1.25
68371,Female,38,Bachelor,2.65
68372,Male,32,High School,1.25
68373,Female,54,Master,2.65
68374,Female,52,High School,4.94
68375,Male,49,Bachelor,2.86
68376,Male,39,Bachelor,4.41
68377,Female,27,Master,3.11
68378,Male,25,Bachelor,1.89
68379,Female,36,Bachelor,3.73
68380,Male,27,Bachelor,4.9
68381,Female,27,Bachelor,1.11
